,industry_code_ANZSIC,industry_name_ANZSIC,variable,value,unit
721,8,18,3,5058,0
722,8,18,4,3678,1
723,8,18,5,1669,1
724,8,18,8,1763,1
725,8,18,7,1571,1
726,8,18,2,1562,1
727,8,18,6,3430,1
728,8,18,1,2716,1
729,9,10,0,3125,0
730,9,10,3,19,0
731,9,10,4,219,1
732,9,10,5,1337,1
733,9,10,8,1489,1
734,9,10,7,779,1
735,9,10,2,3457,1
736,9,10,6,5773,1
737,9,10,1,5773,1
738,9,10,0,234,0
739,9,10,3,1704,0
740,9,10,4,22,1
741,9,10,5,4709,1
742,9,10,8,4753,1
743,9,10,7,4640,1
744,9,10,2,2949,1
745,9,10,6,2989,1
746,9,10,1,4606,1
747,9,10,0,1203,0
748,9,10,3,239,0
749,9,10,4,4718,1
750,9,10,5,3363,1
751,9,10,8,3373,1
752,9,10,7,3335,1
753,9,10,2,5470,1
754,9,10,6,3821,1
755,9,10,1,5773,1
756,9,10,0,5170,0
757,9,10,3,100,0
758,9,10,4,4793,1
759,9,10,5,3244,1
760,9,10,8,3260,1
761,9,10,7,3155,1
762,9,10,2,1933,1
763,9,10,6,3063,1
764,9,10,1,5566,1
765,9,10,0,3033,0
766,9,10,3,180,0
767,9,10,4,4221,1
768,9,10,5,2471,1
769,9,10,8,2496,1
770,9,10,7,2428,1
771,9,10,2,867,1
772,9,10,6,1892,1
773,9,10,1,3322,1
774,9,10,0,3389,0
775,9,10,3,2589,0
776,9,10,4,1795,1
777,9,10,5,5183,1
778,9,10,8,5241,1
779,9,10,7,5146,1
780,9,10,2,3541,1
781,9,10,6,224,1
782,9,10,1,3350,1
783,9,10,0,483,0
784,9,10,3,1225,0
785,9,10,4,5539,1
786,9,10,5,2849,1
787,9,10,8,2862,1
788,9,10,7,2573,1
789,9,10,2,3322,1
790,9,10,6,5773,1
791,9,10,1,3796,1
792,9,10,0,1523,0
793,9,10,3,2069,0
794,9,10,4,1019,1
795,9,10,5,5490,1
796,9,10,8,5585,1
797,9,10,7,5697,1
798,9,10,2,2819,1
799,9,10,6,1782,1
800,9,10,1,4110,1
801,9,10,0,3875,0
802,9,10,3,2917,0
803,9,10,4,2047,1
804,9,10,5,785,1
805,9,10,8,860,1
806,9,10,7,829,1
807,9,10,2,4348,1
808,9,10,6,2498,1
809,9,10,1,4651,1
810,10,8,0,2478,0
811,10,8,3,19,0
812,10,8,4,2820,1
813,10,8,5,3138,1
814,10,8,8,2220,1
815,10,8,7,1269,1
816,10,8,2,4894,1
817,10,8,6,3460,1
818,10,8,1,1190,1
819,10,8,0,2466,0
820,10,8,3,3729,0
821,10,8,4,3071,1
822,10,8,5,1579,1
823,10,8,8,3822,1
824,10,8,7,2900,1
825,10,8,2,1370,1
826,10,8,6,2827,1
827,10,8,1,4859,1
828,10,8,0,2554,0
829,10,8,3,1635,0
830,10,8,4,692,1
831,10,8,5,3437,1
832,10,8,8,4670,1
833,10,8,7,4672,1
834,10,8,2,767,1
835,10,8,6,2841,1
836,10,8,1,4642,1
837,10,8,0,1092,0
838,10,8,3,1888,0
839,10,8,4,1307,1
840,10,8,5,3841,1
841,10,8,8,5483,1
842,10,8,7,4882,1
843,10,8,2,1038,1
844,10,8,6,5057,1
845,10,8,1,5773,1
846,10,8,0,4755,0
847,10,8,3,2043,0
848,10,8,4,1667,1
849,10,8,5,3736,1
850,10,8,8,1665,1
851,10,8,7,651,1
852,10,8,2,4869,1
853,10,8,6,2213,1
854,10,8,1,219,1
855,10,8,0,3210,0
856,10,8,3,2433,0
857,10,8,4,1600,1
858,10,8,5,4794,1
859,10,8,8,545,1
860,10,8,7,1058,1
861,10,8,2,3,1
862,10,8,6,5650,1
863,10,8,1,5773,1
864,10,8,0,2288,0
865,10,8,3,3041,0
866,10,8,4,1950,1
867,10,8,5,4269,1
868,10,8,8,604,1
869,10,8,7,78,1
870,10,8,2,2849,1
871,10,8,6,285,1
872,10,8,1,5402,1
873,10,8,0,3210,0
874,10,8,3,3396,0
875,10,8,4,2897,1
876,10,8,5,4533,1
877,10,8,8,2754,1
878,10,8,7,2486,1
879,10,8,2,3237,1
880,10,8,6,3782,1
881,10,8,1,4426,1
882,10,8,0,2755,0
883,10,8,3,4204,0
884,10,8,4,3765,1
885,10,8,5,911,1
886,10,8,8,4530,1
887,10,8,7,3962,1
888,10,8,2,837,1
889,10,8,6,5651,1
890,10,8,1,1485,1
891,11,16,0,4567,0
892,11,16,3,19,0
893,11,16,4,3012,1
894,11,16,5,546,1
895,11,16,8,953,1
896,11,16,7,254,1
897,11,16,2,3027,1
898,11,16,6,927,1
899,11,16,1,72,1
900,11,16,0,3944,0
901,11,16,3,5070,0
902,11,16,4,2708,1
903,11,16,5,1936,1
904,11,16,8,2173,1
905,11,16,7,1759,1
906,11,16,2,3625,1
907,11,16,6,1099,1
908,11,16,1,283,1
909,11,16,0,4036,0
910,11,16,3,3205,0
911,11,16,4,1057,1
912,11,16,5,3861,1
913,11,16,8,4061,1
914,11,16,7,3845,1
915,11,16,2,4264,1
916,11,16,6,696,1
917,11,16,1,4408,1
918,11,16,0,2059,0
919,11,16,3,2645,0
920,11,16,4,665,1
921,11,16,5,4102,1
922,11,16,8,4358,1
923,11,16,7,4102,1
924,11,16,2,3979,1
925,11,16,6,1247,1
926,11,16,1,5356,1
927,11,16,0,148,0
928,11,16,3,2847,0
929,11,16,4,748,1
930,11,16,5,4250,1
931,11,16,8,4306,1
932,11,16,7,4763,1
933,11,16,2,9,1
934,11,16,6,1641,1
935,11,16,1,539,1
936,11,16,0,2819,0
937,11,16,3,1982,0
938,11,16,4,116,1
939,11,16,5,4565,1
940,11,16,8,4682,1
941,11,16,7,4531,1
942,11,16,2,4029,1
943,11,16,6,378,1
944,11,16,1,5066,1
945,11,16,0,483,0
946,11,16,3,1415,0
947,11,16,4,5539,1
948,11,16,5,3655,1
949,11,16,8,3993,1
950,11,16,7,3897,1
951,11,16,2,4264,1
952,11,16,6,875,1
953,11,16,1,5773,1
954,11,16,0,5470,0
955,11,16,3,2914,0
956,11,16,4,583,1
957,11,16,5,4672,1
958,11,16,8,4709,1
959,11,16,7,4513,1
960,11,16,2,4264,1
961,11,16,6,5408,1
962,11,16,1,5773,1
963,11,16,0,4797,0
964,11,16,3,2315,0
965,11,16,4,775,1
966,11,16,5,1492,1
967,11,16,8,1837,1
968,11,16,7,1273,1
969,11,16,2,3434,1
970,11,16,6,1322,1
971,11,16,1,430,1
972,12,14,0,3005,0
973,12,14,3,19,0
974,12,14,4,632,1
975,12,14,5,4040,1
976,12,14,8,4095,1
977,12,14,7,3483,1
978,12,14,2,628,1
979,12,14,6,3973,1
980,12,14,1,565,1
981,12,14,0,582,0
982,12,14,3,2196,0
983,12,14,4,1152,1
984,12,14,5,3598,1
985,12,14,8,3720,1
986,12,14,7,3386,1
987,12,14,2,4730,1
988,12,14,6,3987,1
989,12,14,1,4326,1
990,12,14,0,1032,0
991,12,14,3,249,0
992,12,14,4,4904,1
993,12,14,5,1664,1
994,12,14,8,1742,1
995,12,14,7,1401,1
996,12,14,2,2446,1
997,12,14,6,2581,1
998,12,14,1,1144,1
999,12,14,0,897,0
1000,12,14,3,1658,0
1001,12,14,4,604,1
1002,12,14,5,2931,1
1003,12,14,8,3003,1
1004,12,14,7,2710,1
1005,12,14,2,3542,1
1006,12,14,6,2011,1
1007,12,14,1,2129,1
1008,12,14,0,4473,0
1009,12,14,3,1644,0
1010,12,14,4,618,1
1011,12,14,5,2991,1
1012,12,14,8,3233,1
1013,12,14,7,2801,1
1014,12,14,2,4763,1
1015,12,14,6,3187,1
1016,12,14,1,3344,1
1017,12,14,0,1345,0
1018,12,14,3,394,0
1019,12,14,4,4970,1
1020,12,14,5,1575,1
1021,12,14,8,1777,1
1022,12,14,7,1461,1
1023,12,14,2,2471,1
1024,12,14,6,1838,1
1025,12,14,1,1092,1
1026,12,14,0,4121,0
1027,12,14,3,5084,0
1028,12,14,4,4118,1
1029,12,14,5,831,1
1030,12,14,8,1013,1
1031,12,14,7,683,1
1032,12,14,2,923,1
1033,12,14,6,1405,1
1034,12,14,1,5402,1
1035,12,14,0,3979,0
1036,12,14,3,2232,0
1037,12,14,4,1449,1
1038,12,14,5,3775,1
1039,12,14,8,4392,1
1040,12,14,7,3953,1
1041,12,14,2,457,1
1042,12,14,6,2733,1
1043,12,14,1,166,1
1044,12,14,0,3883,0
1045,12,14,3,379,0
1046,12,14,4,5520,1
1047,12,14,5,2467,1
1048,12,14,8,2681,1
1049,12,14,7,2255,1
1050,12,14,2,3891,1
1051,12,14,6,3989,1
1052,12,14,1,3379,1
1053,13,1,0,5392,0
1054,13,1,3,19,0
1055,13,1,4,1203,1
1056,13,1,5,864,1
1057,13,1,8,934,1
1058,13,1,7,618,1
1059,13,1,2,1446,1
1060,13,1,6,775,1
1061,13,1,1,3951,1
1062,13,1,0,3584,0
1063,13,1,3,5053,0
1064,13,1,4,3034,1
1065,13,1,5,420,1
1066,13,1,8,494,1
1067,13,1,7,346,1
1068,13,1,2,5508,1
1069,13,1,6,80,1
1070,13,1,1,2636,1
1071,13,1,0,4265,0
1072,13,1,3,3429,0
