,industry_code_ANZSIC,industry_name_ANZSIC,variable,value,unit
2556,12,14,0,4843,0
2557,12,14,3,1853,0
2558,12,14,4,968,1
2559,12,14,5,3133,1
2560,12,14,8,3274,1
2561,12,14,7,2934,1
2562,12,14,2,4167,1
2563,12,14,6,3115,1
2564,12,14,1,3165,1
2565,12,14,0,1246,0
2566,12,14,3,292,0
2567,12,14,4,5080,1
2568,12,14,5,1566,1
2569,12,14,8,1738,1
2570,12,14,7,1396,1
2571,12,14,2,2351,1
2572,12,14,6,1851,1
2573,12,14,1,1038,1
2574,12,14,0,4264,0
2575,12,14,3,5130,0
2576,12,14,4,4509,1
2577,12,14,5,1413,1
2578,12,14,8,1489,1
2579,12,14,7,1228,1
2580,12,14,2,923,1
2581,12,14,6,2184,1
2582,12,14,1,644,1
2583,12,14,0,4398,0
2584,12,14,3,2633,0
2585,12,14,4,1738,1
2586,12,14,5,3743,1
2587,12,14,8,4171,1
2588,12,14,7,3871,1
2589,12,14,2,4548,1
2590,12,14,6,2658,1
2591,12,14,1,71,1
2592,12,14,0,3882,0
2593,12,14,3,476,0
2594,12,14,4,5642,1
2595,12,14,5,2485,1
2596,12,14,8,2652,1
2597,12,14,7,2260,1
2598,12,14,2,3555,1
2599,12,14,6,4033,1
2600,12,14,1,3333,1
2601,13,1,0,5433,0
2602,13,1,3,19,0
2603,13,1,4,1277,1
2604,13,1,5,1367,1
2605,13,1,8,1439,1
2606,13,1,7,1128,1
2607,13,1,2,1730,1
2608,13,1,6,1053,1
2609,13,1,1,4506,1
2610,13,1,0,3503,0
2611,13,1,3,4905,0
2612,13,1,4,2799,1
2613,13,1,5,5622,1
2614,13,1,8,5715,1
2615,13,1,7,5400,1
2616,13,1,2,116,1
2617,13,1,6,5749,1
2618,13,1,1,2612,1
2619,13,1,0,4494,0
2620,13,1,3,3718,0
2621,13,1,4,2202,1
2622,13,1,5,4379,1
2623,13,1,8,4446,1
2624,13,1,7,4296,1
2625,13,1,2,3090,1
2626,13,1,6,3083,1
2627,13,1,1,3436,1
2628,13,1,0,3770,0
2629,13,1,3,4511,0
2630,13,1,4,2111,1
2631,13,1,5,4442,1
2632,13,1,8,4536,1
2633,13,1,7,4358,1
2634,13,1,2,3636,1
2635,13,1,6,3422,1
2636,13,1,1,5240,1
2637,13,1,0,2708,0
2638,13,1,3,5222,0
2639,13,1,4,2895,1
2640,13,1,5,5379,1
2641,13,1,8,5509,1
2642,13,1,7,5291,1
2643,13,1,2,5277,1
2644,13,1,6,4408,1
2645,13,1,1,583,1
2646,13,1,0,665,0
2647,13,1,3,5457,0
2648,13,1,4,2322,1
2649,13,1,5,3900,1
2650,13,1,8,3956,1
2651,13,1,7,3919,1
2652,13,1,2,691,1
2653,13,1,6,4509,1
2654,13,1,1,460,1
2655,13,1,0,4755,0
2656,13,1,3,5703,0
2657,13,1,4,2799,1
2658,13,1,5,5379,1
2659,13,1,8,192,1
2660,13,1,7,5592,1
2661,13,1,2,2288,1
2662,13,1,6,4923,1
2663,13,1,1,780,1
2664,13,1,0,4398,0
2665,13,1,3,3747,0
2666,13,1,4,703,1
2667,13,1,5,2281,1
2668,13,1,8,2325,1
2669,13,1,7,2203,1
2670,13,1,2,1092,1
2671,13,1,6,653,1
2672,13,1,1,3381,1
2673,13,1,0,984,0
2674,13,1,3,5506,0
2675,13,1,4,2873,1
2676,13,1,5,5297,1
2677,13,1,8,5429,1
2678,13,1,7,5209,1
2679,13,1,2,4607,1
2680,13,1,6,4598,1
2681,13,1,1,1510,1
2682,14,15,0,3700,0
2683,14,15,3,19,0
2684,14,15,4,1037,1
2685,14,15,5,4491,1
2686,14,15,8,4491,1
2687,14,15,7,3979,1
2688,14,15,2,265,1
2689,14,15,6,3979,1
2690,14,15,1,2288,1
2691,14,15,0,3143,0
2692,14,15,3,5000,0
2693,14,15,4,3154,1
2694,14,15,5,196,1
2695,14,15,8,196,1
2696,14,15,7,93,1
2697,14,15,2,4397,1
2698,14,15,6,4398,1
2699,14,15,1,867,1
2700,14,15,0,4398,0
2701,14,15,3,3661,0
2702,14,15,4,1037,1
2703,14,15,5,3322,1
2704,14,15,8,3322,1
2705,14,15,7,3033,1
2706,14,15,2,3931,1
2707,14,15,6,1523,1
2708,14,15,1,5773,1
2709,14,15,0,4755,0
2710,14,15,3,5550,0
2711,14,15,4,2949,1
2712,14,15,5,4755,1
2713,14,15,8,4755,1
2714,14,15,7,4528,1
2715,14,15,2,4397,1
2716,14,15,6,2819,1
2717,14,15,1,5141,1
2718,14,15,0,3699,0
2719,14,15,3,656,0
2720,14,15,4,3033,1
2721,14,15,5,4899,1
2722,14,15,8,4899,1
2723,14,15,7,4718,1
2724,14,15,2,3931,1
2725,14,15,6,3389,1
2726,14,15,1,483,1
2727,14,15,0,1523,0
2728,14,15,3,513,0
2729,14,15,4,3210,1
2730,14,15,5,4561,1
2731,14,15,8,4561,1
2732,14,15,7,4491,1
2733,14,15,2,5773,1
2734,14,15,6,2583,1
2735,14,15,1,3931,1
2736,14,15,0,2818,0
2737,14,15,3,4896,0
2738,14,15,4,2819,1
2739,14,15,5,4445,1
2740,14,15,8,4445,1
2741,14,15,7,4072,1
2742,14,15,2,5773,1
2743,14,15,6,3436,1
2744,14,15,1,5773,1
2745,14,15,0,5470,0
2746,14,15,3,4159,0
2747,14,15,4,1682,1
2748,14,15,5,3165,1
2749,14,15,8,3171,1
2750,14,15,7,3122,1
2751,14,15,2,5470,1
2752,14,15,6,3551,1
2753,14,15,1,4177,1
2754,14,15,0,30,0
2755,14,15,3,230,0
2756,14,15,4,3367,1
2757,14,15,5,5225,1
2758,14,15,8,5230,1
2759,14,15,7,5051,1
2760,14,15,2,3979,1
2761,14,15,6,4741,1
2762,14,15,1,767,1
2763,15,6,0,1789,0
2764,15,6,3,19,0
2765,15,6,4,4347,1
2766,15,6,5,2380,1
2767,15,6,8,2594,1
2768,15,6,7,2239,1
2769,15,6,2,3389,1
2770,15,6,6,3381,1
2771,15,6,1,1600,1
2772,15,6,0,1191,0
2773,15,6,3,3255,0
2774,15,6,4,522,1
2775,15,6,5,2803,1
2776,15,6,8,3026,1
2777,15,6,7,3026,1
2778,15,6,2,19,1
2779,15,6,6,2903,1
2780,15,6,1,868,1
2781,15,6,0,4326,0
2782,15,6,3,3643,0
2783,15,6,4,1263,1
2784,15,6,5,2564,1
2785,15,6,8,2776,1
2786,15,6,7,2765,1
2787,15,6,2,19,1
2788,15,6,6,2059,1
2789,15,6,1,4993,1
2790,15,6,0,4277,0
2791,15,6,3,5010,0
2792,15,6,4,2322,1
2793,15,6,5,3422,1
2794,15,6,8,3642,1
2795,15,6,7,3500,1
2796,15,6,2,2583,1
2797,15,6,6,3514,1
2798,15,6,1,1905,1
2799,15,6,0,2682,0
2800,15,6,3,5254,0
2801,15,6,4,2958,1
2802,15,6,5,4362,1
2803,15,6,8,4577,1
2804,15,6,7,4542,1
2805,15,6,2,1216,1
2806,15,6,6,4131,1
2807,15,6,1,1706,1
2808,15,6,0,4642,0
2809,15,6,3,3631,0
2810,15,6,4,1559,1
2811,15,6,5,3402,1
2812,15,6,8,3500,1
2813,15,6,7,3437,1
2814,15,6,2,1037,1
2815,15,6,6,2938,1
2816,15,6,1,730,1
2817,15,6,0,3210,0
2818,15,6,3,3837,0
2819,15,6,4,2269,1
2820,15,6,5,3763,1
2821,15,6,8,3827,1
2822,15,6,7,3674,1
2823,15,6,2,3210,1
2824,15,6,6,90,1
2825,15,6,1,3040,1
2826,15,6,0,483,0
2827,15,6,3,5161,0
2828,15,6,4,2636,1
2829,15,6,5,3719,1
2830,15,6,8,3841,1
2831,15,6,7,3680,1
2832,15,6,2,2749,1
2833,15,6,6,4843,1
2834,15,6,1,4142,1
2835,15,6,0,3997,0
2836,15,6,3,3505,0
2837,15,6,4,1225,1
2838,15,6,5,2900,1
2839,15,6,8,3061,1
2840,15,6,7,2946,1
2841,15,6,2,1277,1
2842,15,6,6,3406,1
2843,15,6,1,1539,1
2844,16,9,0,5136,0
2845,16,9,3,19,0
2846,16,9,4,2534,1
2847,16,9,5,991,1
2848,16,9,8,1113,1
2849,16,9,7,5736,1
2850,16,9,2,4289,1
2851,16,9,6,656,1
2852,16,9,1,3500,1
2853,16,9,0,4002,0
2854,16,9,3,429,0
2855,16,9,4,4470,1
2856,16,9,5,1823,1
2857,16,9,8,1976,1
2858,16,9,7,1332,1
2859,16,9,2,3886,1
2860,16,9,6,848,1
2861,16,9,1,3504,1
2862,16,9,0,609,0
2863,16,9,3,5503,0
2864,16,9,4,3268,1
2865,16,9,5,5695,1
2866,16,9,8,74,1
2867,16,9,7,5582,1
2868,16,9,2,5471,1
2869,16,9,6,4753,1
2870,16,9,1,2782,1
2871,16,9,0,327,0
2872,16,9,3,1138,0
2873,16,9,4,4189,1
2874,16,9,5,696,1
2875,16,9,8,768,1
2876,16,9,7,725,1
2877,16,9,2,2177,1
2878,16,9,6,5051,1
2879,16,9,1,2862,1
2880,16,9,0,4540,0
2881,16,9,3,1588,0
2882,16,9,4,4741,1
2883,16,9,5,1061,1
2884,16,9,8,1231,1
2885,16,9,7,977,1
2886,16,9,2,962,1
2887,16,9,6,411,1
2888,16,9,1,3986,1
2889,16,9,0,2496,0
2890,16,9,3,1554,0
2891,16,9,4,4536,1
2892,16,9,5,406,1
2893,16,9,8,561,1
2894,16,9,7,422,1
2895,16,9,2,4305,1
2896,16,9,6,1494,1
2897,16,9,1,51,1
2898,16,9,0,73,0
2899,16,9,3,877,0
2900,16,9,4,3993,1
2901,16,9,5,440,1
2902,16,9,8,641,1
2903,16,9,7,273,1
2904,16,9,2,339,1
2905,16,9,6,2484,1
2906,16,9,1,5712,1
2907,16,9,0,5061,0
2908,16,9,3,4082,0
2909,16,9,4,1392,1
2910,16,9,5,2775,1
2911,16,9,8,3079,1
2912,16,9,7,2828,1
2913,16,9,2,1073,1
2914,16,9,6,3263,1
2915,16,9,1,1152,1
2916,16,9,0,1306,0
2917,16,9,3,874,0
2918,16,9,4,4092,1
2919,16,9,5,592,1
2920,16,9,8,786,1
2921,16,9,7,415,1
2922,16,9,2,1285,1
2923,16,9,6,757,1
2924,16,9,1,4163,1
2925,17,4,0,4366,0
2926,17,4,3,19,0
2927,17,4,4,5277,1
2928,17,4,5,4413,1
2929,17,4,8,4779,1
2930,17,4,7,4476,1
2931,17,4,2,5142,1
2932,17,4,6,949,1
2933,17,4,1,5512,1
2934,17,4,0,2257,0
2935,17,4,3,3862,0
2936,17,4,4,780,1
2937,17,4,5,4016,1
2938,17,4,8,4632,1
2939,17,4,7,4494,1
2940,17,4,2,3284,1
2941,17,4,6,518,1
2942,17,4,1,5009,1
2943,17,4,0,3193,0
2944,17,4,3,2483,0
2945,17,4,4,4680,1
2946,17,4,5,2178,1
2947,17,4,8,2590,1
2948,17,4,7,2490,1
2949,17,4,2,4792,1
2950,17,4,6,2932,1
2951,17,4,1,2084,1
2952,17,4,0,3230,0
2953,17,4,3,3864,0
2954,17,4,4,978,1
2955,17,4,5,3071,1
2956,17,4,8,3900,1
2957,17,4,7,3716,1
2958,17,4,2,1793,1
2959,17,4,6,5540,1
2960,17,4,1,4587,1
2961,17,4,0,1975,0
2962,17,4,3,4616,0
2963,17,4,4,2094,1
2964,17,4,5,5667,1
2965,17,4,8,332,1
2966,17,4,7,5609,1
2967,17,4,2,1771,1
2968,17,4,6,741,1
2969,17,4,1,5729,1
2970,17,4,0,3541,0
2971,17,4,3,2672,0
2972,17,4,4,4963,1
2973,17,4,5,5773,1
2974,17,4,8,1730,1
2975,17,4,7,1706,1
2976,17,4,2,1793,1
2977,17,4,6,2938,1
2978,17,4,1,2165,1
2979,17,4,0,1933,0
2980,17,4,3,2377,0
2981,17,4,4,4866,1
2982,17,4,5,4265,1
2983,17,4,8,4383,1
2984,17,4,7,3402,1
2985,17,4,2,5773,1
2986,17,4,6,3260,1
2987,17,4,1,1377,1
2988,17,4,0,483,0
2989,17,4,3,164,0
2990,17,4,4,2878,1
2991,17,4,5,5773,1
2992,17,4,8,2470,1
2993,17,4,7,2119,1
2994,17,4,2,5773,1
2995,17,4,6,2556,1
2996,17,4,1,1845,1
2997,17,4,0,5572,0
2998,17,4,3,3135,0
2999,17,4,4,284,1
3000,17,4,5,4328,1
3001,17,4,8,4649,1
3002,17,4,7,4276,1
3003,17,4,2,5398,1
3004,17,4,6,5333,1
3005,17,4,1,4380,1
3006,18,13,0,5107,0
3007,18,13,3,19,0
3008,18,13,4,460,1
3009,18,13,5,5370,1
3010,18,13,8,197,1
3011,18,13,7,5421,1
3012,18,13,2,1524,1
3013,18,13,6,1840,1
3014,18,13,1,4997,1
3015,18,13,0,5409,0
3016,18,13,3,1785,0
3017,18,13,4,5030,1
3018,18,13,5,2297,1
3019,18,13,8,2434,1
3020,18,13,7,2265,1
3021,18,13,2,1446,1
3022,18,13,6,2237,1
3023,18,13,1,4250,1
3024,18,13,0,881,0
3025,18,13,3,5731,0
3026,18,13,4,3310,1
3027,18,13,5,320,1
3028,18,13,8,490,1
3029,18,13,7,291,1
3030,18,13,2,5566,1
3031,18,13,6,475,1
3032,18,13,1,2072,1
3033,18,13,0,4886,0
3034,18,13,3,5568,0
3035,18,13,4,3323,1
3036,18,13,5,180,1
3037,18,13,8,451,1
3038,18,13,7,378,1
3039,18,13,2,3578,1
3040,18,13,6,1461,1
3041,18,13,1,3155,1
3042,18,13,0,2154,0
3043,18,13,3,4604,0
3044,18,13,4,2547,1
3045,18,13,5,4847,1
3046,18,13,8,5253,1
3047,18,13,7,5293,1
3048,18,13,2,5470,1
3049,18,13,6,1372,1
3050,18,13,1,1795,1
3051,18,13,0,3699,0
3052,18,13,3,2701,0
3053,18,13,4,833,1
3054,18,13,5,2547,1
3055,18,13,8,3034,1
3056,18,13,7,2938,1
3057,18,13,2,1037,1
3058,18,13,6,3251,1
3059,18,13,1,5630,1
3060,18,13,0,1933,0
3061,18,13,3,2629,0
3062,18,13,4,905,1
3063,18,13,5,3019,1
3064,18,13,8,3655,1
3065,18,13,7,3414,1
3066,18,13,2,3796,1
3067,18,13,6,2966,1
3068,18,13,1,5307,1
3069,18,13,0,4397,0
3070,18,13,3,3287,0
3071,18,13,4,564,1
3072,18,13,5,3102,1
3073,18,13,8,3454,1
3074,18,13,7,3394,1
3075,18,13,2,2818,1
3076,18,13,6,3034,1
3077,18,13,1,484,1
3078,18,13,0,1694,0
3079,18,13,3,4164,0
3080,18,13,4,2197,1
3081,18,13,5,4836,1
3082,18,13,8,5144,1
3083,18,13,7,4953,1
3084,18,13,2,4250,1
3085,18,13,6,40,1
3086,18,13,1,2285,1
3087,19,3,0,3605,0
3088,19,3,3,1139,0
3089,19,3,4,5025,1
3090,19,3,5,3780,1
3091,19,3,8,4158,1
3092,19,3,7,3884,1
3093,19,3,2,4605,1
3094,19,3,6,1305,1
3095,19,3,1,3256,1
3096,0,2,0,3581,0
3097,0,2,3,19,0
3098,0,2,4,2700,1
3099,0,2,5,5258,1
3100,0,2,8,5604,1
3101,0,2,7,5048,1
3102,0,2,2,5530,1
3103,0,2,6,4199,1
3104,0,2,1,2922,1
3105,0,2,0,2022,0
3106,0,2,3,3355,0
3107,0,2,4,1169,1
3108,0,2,5,720,1
3109,0,2,8,832,1
3110,0,2,7,549,1
3111,0,2,2,5773,1
3112,0,2,6,4203,1
3113,0,2,1,3024,1
3114,0,2,0,1739,0
3115,0,2,3,827,0
3116,0,2,4,4024,1
3117,0,2,5,2860,1
3118,0,2,8,2924,1
3119,0,2,7,2759,1
3120,0,2,2,1112,1
3121,0,2,6,97,1
3122,0,2,1,4437,1
3123,0,2,0,602,0
3124,0,2,3,1219,0
3125,0,2,4,4408,1
3126,0,2,5,2690,1
3127,0,2,8,2774,1
3128,0,2,7,2634,1
3129,0,2,2,3796,1
3130,0,2,6,4895,1
3131,0,2,1,3370,1
3132,0,2,0,3919,0
3133,0,2,3,964,0
3134,0,2,4,3861,1
3135,0,2,5,1941,1
3136,0,2,8,2147,1
3137,0,2,7,1927,1
3138,0,2,2,3210,1
3139,0,2,6,3810,1
3140,0,2,1,2077,1
3141,0,2,0,73,0
3142,0,2,3,4731,0
3143,0,2,4,1858,1
3144,0,2,5,5755,1
3145,0,2,8,294,1
3146,0,2,7,189,1
3147,0,2,2,2489,1
3148,0,2,6,2169,1
3149,0,2,1,161,1
3150,0,2,0,2819,0
3151,0,2,3,3499,0
3152,0,2,4,601,1
3153,0,2,5,3993,1
3154,0,2,8,4096,1
3155,0,2,7,3886,1
3156,0,2,2,2666,1
3157,0,2,6,5100,1
3158,0,2,1,5773,1
3159,0,2,0,1037,0
3160,0,2,3,4785,0
3161,0,2,4,2228,1
3162,0,2,5,534,1
3163,0,2,8,650,1
3164,0,2,7,578,1
3165,0,2,2,3389,1
3166,0,2,6,2669,1
3167,0,2,1,5773,1
3168,0,2,0,4739,0
3169,0,2,3,43,0
3170,0,2,4,3452,1
3171,0,2,5,2968,1
3172,0,2,8,3119,1
3173,0,2,7,2869,1
3174,0,2,2,5773,1
3175,0,2,6,855,1
3176,0,2,1,5099,1
3177,1,12,0,3251,0
3178,1,12,3,19,0
3179,1,12,4,5508,1
3180,1,12,5,1714,1
3181,1,12,8,1984,1
3182,1,12,7,982,1
3183,1,12,2,4776,1
3184,1,12,6,673,1
3185,1,12,1,3049,1
3186,1,12,0,1847,0
3187,1,12,3,3350,0
3188,1,12,4,3885,1
3189,1,12,5,3599,1
3190,1,12,8,3625,1
3191,1,12,7,3058,1
3192,1,12,2,364,1
3193,1,12,6,653,1
3194,1,12,1,4924,1
3195,1,12,0,2583,0
3196,1,12,3,1730,0
3197,1,12,4,1523,1
3198,1,12,5,5277,1
3199,1,12,8,5339,1
3200,1,12,7,1232,1
3201,1,12,2,5470,1
3202,1,12,6,439,1
3203,1,12,1,5773,1
3204,1,12,0,3699,0
3205,1,12,3,4339,0
3206,1,12,4,3885,1
3207,1,12,5,2799,1
3208,1,12,8,3058,1
3209,1,12,7,2534,1
3210,1,12,2,3541,1
3211,1,12,6,4022,1
3212,1,12,1,767,1
3213,1,12,0,1933,0
3214,1,12,3,4952,0
3215,1,12,4,4642,1
3216,1,12,5,5278,1
3217,1,12,8,5652,1
3218,1,12,7,5146,1
3219,1,12,2,5773,1
3220,1,12,6,5773,1
3221,1,12,1,5773,1
3222,1,12,0,5470,0
3223,1,12,3,4632,0
3224,1,12,4,4561,1
3225,1,12,5,166,1
3226,1,12,8,1746,1
3227,1,12,7,5186,1
3228,1,12,2,5773,1
3229,1,12,6,2772,1
3230,1,12,1,703,1
3231,1,12,0,5470,0
3232,1,12,3,5391,0
3233,1,12,4,116,1
3234,1,12,5,3951,1
3235,1,12,8,4054,1
3236,1,12,7,3783,1
3237,1,12,2,3484,1
3238,1,12,6,5587,1
3239,1,12,1,2725,1
3240,1,12,0,4397,0
3241,1,12,3,2475,0
3242,1,12,4,2878,1
3243,1,12,5,1243,1
3244,1,12,8,1255,1
3245,1,12,7,1610,1
3246,1,12,2,3699,1
3247,1,12,6,5773,1
3248,1,12,1,5514,1
3249,1,12,0,4745,0
3250,1,12,3,4412,0
3251,1,12,4,4957,1
3252,1,12,5,4708,1
3253,1,12,8,5165,1
3254,1,12,7,4479,1
3255,1,12,2,5773,1
3256,1,12,6,2947,1
3257,1,12,1,5337,1
3258,2,11,0,5250,0
3259,2,11,3,19,0
3260,2,11,4,1362,1
3261,2,11,5,1632,1
3262,2,11,8,1657,1
3263,2,11,7,1495,1
3264,2,11,2,266,1
3265,2,11,6,2110,1
3266,2,11,1,4509,1
3267,2,11,0,4744,0
3268,2,11,3,1086,0
3269,2,11,4,4619,1
3270,2,11,5,3229,1
3271,2,11,8,3261,1
3272,2,11,7,3527,1
3273,2,11,2,3885,1
3274,2,11,6,1971,1
3275,2,11,1,4383,1
3276,2,11,0,1597,0
3277,2,11,3,763,0
3278,2,11,4,4239,1
3279,2,11,5,2131,1
3280,2,11,8,2152,1
3281,2,11,7,1962,1
3282,2,11,2,1307,1
3283,2,11,6,893,1
3284,2,11,1,3298,1
3285,2,11,0,1560,0
3286,2,11,3,2350,0
3287,2,11,4,395,1
3288,2,11,5,3722,1
3289,2,11,8,3737,1
3290,2,11,7,3671,1
3291,2,11,2,1292,1
3292,2,11,6,2644,1
3293,2,11,1,4502,1
3294,2,11,0,157,0
3295,2,11,3,2886,0
3296,2,11,4,1070,1
3297,2,11,5,4951,1
3298,2,11,8,4974,1
3299,2,11,7,4851,1
3300,2,11,2,3680,1
3301,2,11,6,4139,1
3302,2,11,1,1296,1
3303,2,11,0,3350,0
3304,2,11,3,2505,0
3305,2,11,4,873,1
3306,2,11,5,627,1
3307,2,11,8,655,1
3308,2,11,7,572,1
3309,2,11,2,4513,1
3310,2,11,6,4960,1
3311,2,11,1,1945,1
3312,2,11,0,1203,0
3313,2,11,3,2052,0
3314,2,11,4,784,1
3315,2,11,5,5563,1
3316,2,11,8,5624,1
3317,2,11,7,5519,1
3318,2,11,2,4320,1
3319,2,11,6,4925,1
3320,2,11,1,2182,1
3321,2,11,0,942,0
3322,2,11,3,5317,0
3323,2,11,4,4309,1
3324,2,11,5,4097,1
3325,2,11,8,4147,1
3326,2,11,7,4056,1
3327,2,11,2,2023,1
3328,2,11,6,3525,1
3329,2,11,1,983,1
3330,2,11,0,1875,0
3331,2,11,3,2041,0
3332,2,11,4,607,1
3333,2,11,5,5635,1
3334,2,11,8,5681,1
3335,2,11,7,5601,1
3336,2,11,2,3592,1
3337,2,11,6,4814,1
3338,2,11,1,2168,1
3339,3,7,0,4153,0
3340,3,7,3,19,0
3341,3,7,4,3033,1
3342,3,7,5,5773,1
3343,3,7,8,2010,1
3344,3,7,7,1541,1
3345,3,7,2,3457,1
3346,3,7,6,4965,1
3347,3,7,1,4074,1
3348,3,7,0,3012,0
3349,3,7,3,4540,0
3350,3,7,4,3033,1
3351,3,7,5,2436,1
3352,3,7,8,3076,1
3353,3,7,7,2311,1
3354,3,7,2,1376,1
3355,3,7,6,176,1
3356,3,7,1,4738,1
3357,3,7,0,3840,0
3358,3,7,3,3122,0
3359,3,7,4,1037,1
3360,3,7,5,460,1
3361,3,7,8,460,1
3362,3,7,7,219,1
3363,3,7,2,265,1
3364,3,7,6,219,1
3365,3,7,1,5773,1
3366,3,7,0,3840,0
3367,3,7,3,4540,0
3368,3,7,4,2819,1
3369,3,7,5,1404,1
3370,3,7,8,1446,1
3371,3,7,7,1092,1
3372,3,7,2,2071,1
3373,3,7,6,2534,1
3374,3,7,1,1600,1
3375,3,7,0,3033,0
3376,3,7,3,106,0
3377,3,7,4,4305,1
3378,3,7,5,3661,1
3379,3,7,8,3711,1
3380,3,7,7,3420,1
3381,3,7,2,5773,1
3382,3,7,6,5755,1
3383,3,7,1,5189,1
3384,3,7,0,1523,0
3385,3,7,3,641,0
3386,3,7,4,5307,1
3387,3,7,5,428,1
3388,3,7,8,438,1
3389,3,7,7,310,1
3390,3,7,2,4993,1
3391,3,7,6,1609,1
3392,3,7,1,5773,1
3393,3,7,0,483,0
3394,3,7,3,1075,0
3395,3,7,4,5602,1
3396,3,7,5,4745,1
3397,3,7,8,4869,1
3398,3,7,7,4269,1
3399,3,7,2,1127,1
3400,3,7,6,2897,1
3401,3,7,1,2597,1
3402,3,7,0,1037,0
3403,3,7,3,5644,0
3404,3,7,4,5009,1
3405,3,7,5,640,1
3406,3,7,8,744,1
3407,3,7,7,368,1
3408,3,7,2,1458,1
3409,3,7,6,3809,1
3410,3,7,1,3327,1
3411,3,7,0,127,0
3412,3,7,3,1040,0
3413,3,7,4,300,1
3414,3,7,5,5773,1
3415,3,7,8,1586,1
3416,3,7,7,1184,1
3417,3,7,2,5773,1
3418,3,7,6,4496,1
3419,3,7,1,3906,1
3420,4,5,0,2767,0
3421,4,5,3,19,0
3422,4,5,4,5076,1
3423,4,5,5,4721,1
3424,4,5,8,4752,1
3425,4,5,7,4472,1
3426,4,5,2,5050,1
3427,4,5,6,4711,1
3428,4,5,1,1797,1
3429,4,5,0,1241,0
3430,4,5,3,2720,0
3431,4,5,4,1101,1
3432,4,5,5,4938,1
3433,4,5,8,4959,1
3434,4,5,7,4768,1
3435,4,5,2,4197,1
3436,4,5,6,3564,1
3437,4,5,1,231,1
3438,4,5,0,2020,0
3439,4,5,3,1107,0
3440,4,5,4,5169,1
3441,4,5,5,2829,1
3442,4,5,8,2847,1
3443,4,5,7,2753,1
3444,4,5,2,522,1
3445,4,5,6,857,1
3446,4,5,1,3155,1
3447,4,5,0,834,0
3448,4,5,3,1484,0
3449,4,5,4,5498,1
3450,4,5,5,3185,1
3451,4,5,8,3202,1
3452,4,5,7,3141,1
3453,4,5,2,460,1
3454,4,5,6,1276,1
3455,4,5,1,3149,1
3456,4,5,0,4687,0
3457,4,5,3,1737,0
3458,4,5,4,166,1
3459,4,5,5,3715,1
3460,4,5,8,3721,1
3461,4,5,7,3645,1
3462,4,5,2,1934,1
3463,4,5,6,1545,1
3464,4,5,1,4091,1
3465,4,5,0,888,0
3466,4,5,3,5558,0
3467,4,5,4,4153,1
3468,4,5,5,2723,1
3469,4,5,8,2737,1
3470,4,5,7,2655,1
3471,4,5,2,93,1
3472,4,5,6,1227,1
3473,4,5,1,3114,1
3474,4,5,0,4264,0
3475,4,5,3,5144,0
3476,4,5,4,4105,1
3477,4,5,5,2195,1
3478,4,5,8,2217,1
3479,4,5,7,2089,1
3480,4,5,2,541,1
3481,4,5,6,722,1
3482,4,5,1,4310,1
3483,4,5,0,3210,0
3484,4,5,3,2210,0
3485,4,5,4,1103,1
3486,4,5,5,4415,1
3487,4,5,8,4453,1
3488,4,5,7,4349,1
3489,4,5,2,1716,1
3490,4,5,6,3156,1
3491,4,5,1,4413,1
3492,4,5,0,3921,0
3493,4,5,3,519,0
3494,4,5,4,5032,1
3495,4,5,5,3247,1
3496,4,5,8,3277,1
3497,4,5,7,3140,1
3498,4,5,2,2077,1
3499,4,5,6,2105,1
3500,4,5,1,4325,1
3501,5,19,0,5026,0
3502,5,19,3,19,0
3503,5,19,4,2228,1
3504,5,19,5,4465,1
3505,5,19,8,4487,1
3506,5,19,7,4342,1
3507,5,19,2,2584,1
3508,5,19,6,2857,1
3509,5,19,1,4197,1
3510,5,19,0,4423,0
3511,5,19,3,659,0
3512,5,19,4,4787,1
3513,5,19,5,5232,1
3514,5,19,8,5262,1
3515,5,19,7,5134,1
3516,5,19,2,4073,1
3517,5,19,6,3497,1
3518,5,19,1,3778,1
3519,5,19,0,647,0
3520,5,19,3,5500,0
3521,5,19,4,3832,1
3522,5,19,5,4042,1
3523,5,19,8,4059,1
3524,5,19,7,3954,1
3525,5,19,2,2594,1
3526,5,19,6,2222,1
3527,5,19,1,1480,1
3528,5,19,0,5480,0
3529,5,19,3,540,0
3530,5,19,4,4687,1
3531,5,19,5,4675,1
3532,5,19,8,4700,1
3533,5,19,7,4599,1
3534,5,19,2,2811,1
3535,5,19,6,2918,1
3536,5,19,1,1628,1
3537,5,19,0,4239,0
3538,5,19,3,1358,0
3539,5,19,4,83,1
3540,5,19,5,459,1
3541,5,19,8,479,1
3542,5,19,7,402,1
3543,5,19,2,4054,1
3544,5,19,6,4295,1
3545,5,19,1,4105,1
3546,5,19,0,2059,0
3547,5,19,3,976,0
3548,5,19,4,5365,1
3549,5,19,5,5725,1
3550,5,19,8,5758,1
3551,5,19,7,5676,1
3552,5,19,2,3308,1
3553,5,19,6,4234,1
3554,5,19,1,3621,1
3555,5,19,0,4642,0
3556,5,19,3,5324,0
3557,5,19,4,4184,1
3558,5,19,5,5265,1
3559,5,19,8,5322,1
3560,5,19,7,5228,1
3561,5,19,2,2976,1
3562,5,19,6,3905,1
3563,5,19,1,2927,1
3564,5,19,0,4121,0
3565,5,19,3,2333,0
